practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,IRI_20,IRI_FL_20,space_20,participant,session,group,level,date,expName,frameRate,
,,1,,,Verdadero,Falso,j,B,congruent_left,Justo cuando aparcaron el carro viejo volvió a fallar,1,1,0,0,f,0,23,El carro está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,2,,,,,,,,,,,,,,,,,,0.4834753479808569,0.47253794001881033,0.4834753479808569,0.45122877502581105,0.42194926500087604,0.9347041230066679,0.367650970001705,0.33872475795214996,1.302355093008373,0.6515407469705679,0.622289217018988,1.9538958399789408,0.4852174530387856,0.45160038996255025,2.4391132930177264,0.6851713350042701,0.65615296701435,3.1242846280219965,0.45059726195177063,0.41762385301990435,3.574881889973767,0.48524122504750267,0.45640452700899914,4.06012311502127,0.3509575429488905,0.3226413400261663,4.41108065797016,,,,,,,,,,,,,,,,,,,,,,,f,1,0.3901192249613814,j,1,1.9091362120234407,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Este año cuando gritaron el grito sonó hasta por las montañas,1,1,1,0,f,1,24,Se escuchó el grito desde lejos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,3,,,,,,,,,,,,,,,,,,0.5999524459475651,0.5859581709955819,0.5999524459475651,0.38478529901476577,0.35568061302183196,0.9847377449623309,0.46790416998555884,0.4390646700048819,1.4526419149478897,0.350755300023593,0.32167609001044184,1.8033972149714828,0.33283145300811157,0.3014864269644022,2.1362286679795943,0.5032793469727039,0.4689332449925132,2.6395080149522983,0.7017034000018612,0.6691686969716102,3.3412114149541594,0.3510636099963449,0.3184628179878928,3.6922750249505043,0.4344795870129019,0.40535942499991506,4.126754611963406,0.35118440503720194,0.3223130549886264,4.477939017000608,0.3837681579752825,0.35147019202122465,4.861707174975891,,,,,,,,,,,,,,,,,f,1,0.4388156419736333,f,1,2.979439774993807,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,B,single_right,Después de preparar el desayuno Pedro limpia bien la cocina,0,0,0,1,j,0,238,Pedro no deja la cocina sucia.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,68,68,37,,,,,,,,,,,,,,,,,,0.4491348229930736,0.4366666610003449,0.4491348229930736,0.40255723998416215,0.3739831799757667,0.8516920629772358,0.333844967011828,0.3056063969852403,1.1855370299890637,0.3339676299947314,0.30477590998634696,1.5195046599837951,0.8022920450312085,0.7725165099836886,2.3217967050150037,0.41853017796529457,0.3887949800118804,2.7403268829802983,0.7507266349857673,0.7229297820013016,3.4910535179660656,0.36717362503986806,0.3359124500420876,3.8582271430059336,0.9032549620023929,0.872650466975756,4.7614821050083265,0.6019623329630122,0.572691900015343,5.363444437971339,,,,,,,,,,,,,,,,,,,,j,1,0.4725677819806151,f,1,4.565362638037186,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,303,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,69,69,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.4889734699972905,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,j,B,congruent_left,La arquitecta guardó los planos en su bolsa,0,0,0,0,f,0,231,Los planos están en el archivero.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,70,70,30,,,,,,,,,,,,,,,,,,0.4496642929734662,0.43874826101819053,0.4496642929734662,0.3339494970277883,0.30492900195531547,0.7836137900012545,0.6016849179868586,0.5722980530117638,1.3852987079881132,0.38480914500541985,0.3545751929632388,1.770107852993533,0.3341919669765048,0.3052087730029598,2.104299819970038,0.568630125024356,0.5395505049964413,2.6729299449943937,0.2676253679674119,0.23944571299944073,2.9405553129618056,0.30041875201277435,0.27237980504287407,3.24097406497458,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.40192145301261917,j,1,2.812443465052638,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,j,B,congruent_right,Después de que la arquitecta empezó los planos se volvieron más sencillos,1,1,0,0,j,0,22,Los planos siempre fueron muy sencillos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,71,1,,,,,,,,,,,,,,,,,,0.667682315048296,0.6545838000020012,0.667682315048296,0.4512747749686241,0.4193938469979912,1.1189570900169201,0.3674522429937497,0.33922734699444845,1.4864093330106698,0.31748925999272615,0.28869070997461677,1.803898593003396,0.3009229950257577,0.2683962169685401,2.1048215880291536,0.28372043499257416,0.25505082798190415,2.388542023021728,0.8684342870255932,0.8226268599973992,3.256976310047321,0.33495262294309214,0.3020339299691841,3.591928932990413,0.41785782005172223,0.38946450501680374,4.009786753042135,0.35106992698274553,0.3222098069963977,4.360856680024881,0.3339774379855953,0.3056048849830404,4.694834118010476,0.43478351703379303,0.4055349549744278,5.129617635044269,,,,,,,,,,,,,,j,1,0.5422767350100912,j,1,1.5250658279983327,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,309,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,72,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.5372239970020019,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,B,congruent_left,Carlos solo cultiva verduras en el jardín que tiene en casa,0,0,0,0,f,0,235,Carlos no compra muchas verduras en el supermercado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,73,34,,,,,,,,,,,,,,,,,,0.6335380399832502,0.621837674989365,0.6335380399832502,0.4686727049993351,0.44053977902513,1.1022107449825853,0.36682857503183186,0.3387069050222635,1.4690393200144172,0.40100745495874435,0.3715411050361581,1.8700467749731615,0.5186348329880275,0.4847206879639998,2.388681607961189,0.7014985650312155,0.6725633030291647,3.0901801729924046,0.3686309169861488,0.3389860379975289,3.4588110899785534,0.9858760029892437,0.9562814499950036,4.444687092967797,0.39899612101726234,0.36839928495464846,4.843683213985059,0.31879147101426497,0.2888438189984299,5.162474684999324,0.368006587959826,0.3388740869704634,5.53048127295915,,,,,,,,,,,,,,,,,f,1,0.43953803600743413,j,0,2.1918099650065415,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,74,74,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.7020044929813594,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,Los autobuses en Madrid tienen más de quince pies de altura ,0,0,0,0,f,0,225,Los autobuses madrileños son muy altos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,54,,,,,,,,,,,,,,,,,,0.6009612900088541,0.5816155120264739,0.6009612900088541,0.3343099749763496,0.305701732984744,0.9352712649852037,0.6012573579791933,0.5744660600321367,1.536528622964397,0.5015697400085628,0.45173781196353957,2.03809836297296,0.5345569120254368,0.5059487849939615,2.5726552749983966,0.4681603030185215,0.4387934900005348,3.040815578016918,0.36777459998847917,0.34009809204144403,3.4085901780053973,0.36751659197034314,0.33864578703651205,3.7761067699757405,0.35090869799023494,0.3215956400381401,4.127015467965975,0.4341421000426635,0.4047105120262131,4.561157568008639,0.43493024999042973,0.40589223499409854,4.996087817999069,,,,,,,,,,,,,,,,,f,1,0.5879124929779209,f,1,3.2759607250336558,,,,None,None,,,,,,,,,,,,,,,,,,,,space,29.38127032801276,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,Jimena duerme bien en la cama en su cuarto,0,0,0,0,f,0,205,La cama de Jimena es cómoda.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,34,,,,,,,,,,,,,,,,,,0.5172643999685533,0.5032245049951598,0.5172643999685533,0.38362212502397597,0.35423686396097764,0.9008865249925293,0.35182784497737885,0.32266022998373955,1.2527143699699081,0.5170816730242223,0.4878636549692601,1.7697960429941304,0.3516125350142829,0.3222983330488205,2.1214085780084133,0.3176652249530889,0.28432259301189333,2.4390738029615022,0.25068548700073734,0.2175433419761248,2.6897592899622396,0.2664034879999235,0.2368506970233284,2.956162777962163,0.3350568769965321,0.3045200600172393,3.291219654958695,,,,,,,,,,,,,,,,,,,,,,,f,1,0.42182961001526564,f,1,2.4941334649920464,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando Dora ganó la lotería se compró un reloj de diamantes,0,0,0,1,j,0,216,Dora ahorró todo el dinero que ganó. ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,45,,,,,,,,,,,,,,,,,,0.5159785649739206,0.5007648409809917,0.5159785649739206,0.335154002008494,0.3051131649990566,0.8511325669824146,0.3013748279772699,0.27268457697937265,1.1525073949596845,0.2997814970440231,0.27137658500578254,1.4522888920037076,0.384147409000434,0.35064449900528416,1.8364363010041416,0.6692828260129318,0.6388727820012718,2.5057191270170733,0.2673602979630232,0.23849098500795662,2.7730794249800965,0.3668860099860467,0.33783852198394015,3.139965434966143,0.3509730350342579,0.3211540149641223,3.490938470000401,0.6357310119783506,0.6020856449613348,4.126669481978752,0.3175939950160682,0.28871141700074077,4.44426347699482,,,,,,,,,,,,,,,,,j,1,0.45298761199228466,j,1,3.8107467780355364,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,Cuando la chica lava los platos se quedan bien sucios,1,1,0,0,f,0,9,La chica lava sin cuidado.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,8,,,,,,,,,,,,,,,,,,0.4338646700489335,0.42277976201148704,0.4338646700489335,0.4340103819849901,0.4047741600079462,0.8678750520339236,0.3015530799748376,0.26812204997986555,1.1694281320087612,0.3170246200170368,0.2840071400278248,1.486452752025798,0.5837532000150532,0.5544515469809994,2.070205952040851,0.43564266996691003,0.40651207900373265,2.505848622007761,0.3342697930056602,0.3056388379773125,2.8401184150134213,0.266670975019224,0.23773490998428315,3.1067893900326453,0.4181779369828291,0.3843940749648027,3.5249673270154744,0.33302589401137084,0.302121119981166,3.8579932210268453,,,,,,,,,,,,,,,,,,,,f,1,0.4212523669702932,f,1,2.544724844978191,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_right,Mi hermana guardó en su celular el número del chico guapo,0,0,0,1,j,0,208,A mi hermana le gustaría salir con el chico.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,37,,,,,,,,,,,,,,,,,,0.6018030800041743,0.5902590040350333,0.6018030800041743,0.2842662049806677,0.2554175829864107,0.8860692849848419,0.35050218197284266,0.3184178649680689,1.2365714669576846,0.31728279002709314,0.2839242580230348,1.5538542569847777,0.3511699750088155,0.3183483349857852,1.9050242319935933,0.2837868749629706,0.25411616498604417,2.188811106956564,0.30084575002547354,0.27136781497392803,2.4896568569820374,0.31773355999030173,0.2843720919918269,2.807390416972339,0.51788546302123,0.4883986570057459,3.325275879993569,0.2837986199883744,0.25414740201085806,3.6090744999819435,0.3683359749848023,0.3390333750285208,3.977410474966746,,,,,,,,,,,,,,,,,j,1,0.6191709070117213,f,1,3.046610552002676,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,La computadora de Jessica falla con frecuencia,0,0,0,0,f,0,217,Jessica necesita consultar con un técnico.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,46,,,,,,,,,,,,,,,,,,0.4841388830100186,0.47203662199899554,0.4841388830100186,0.3177084350027144,0.28859350498532876,0.801847318012733,0.701508259982802,0.6722399750142358,1.503355577995535,0.6523264849674888,0.6230950150056742,2.155682062963024,0.3011492670048028,0.2733321650302969,2.4568313299678266,0.48397175304125994,0.45539037499111146,2.9408030830090865,0.8861104419920594,0.8564006229862571,3.826913525001146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.519083276973106,f,1,2.227331200032495,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los novios montaron la mesa que su amigo les dejó en su porche en la cocina de su nuevo apartamento ,1,1,1,0,f,1,18,Los novios pusieron la mesa en su porche.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,17,,,,,,,,,,,,,,,,,,0.583842475025449,0.5677786819869652,0.583842475025449,0.31661803199676797,0.28816966502927244,0.9004605070222169,0.5011605749605224,0.47139841003809124,1.4016210819827393,0.40183973003877327,0.37248118000570685,1.8034608120215125,0.38422026799526066,0.3556289050029591,2.187681080016773,0.41860898199956864,0.3887873900239356,2.606290062016342,0.3498527079937048,0.3195970709784888,2.9561427700100467,0.3349265070282854,0.30553519498789683,3.291069277038332,0.2837781299604103,0.2517945700092241,3.5748474069987424,0.3345604480127804,0.30485969298752025,3.9094078550115228,0.40106889698654413,0.3695439490256831,4.310476751998067,0.3678069580346346,0.3184759400319308,4.6782837100327015,0.31715044495649636,0.28406611998798326,4.995434154989198,,,,0.33365343004697934,0.3050033350009471,5.329087585036177,,,,,f,1,0.5390737680136226,j,1,4.132877149968408,,,,None,None,0.3518314949469641,0.32263367698760703,5.680919079983141,0.4010704370448366,0.3722768649458885,6.081989517027978,0.4844803949818015,0.4515882899868302,6.566469912009779,0.33404058299493045,0.3009890399989672,6.90051049500471,0.28403116000117734,0.25537457602331415,7.184541655005887,0.28450016502756625,0.2552460429724306,7.469041820033453,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,Mientras la esposa toca el piano el esposo lava los platos,0,0,0,1,f,0,214,La esposa sabe tocar un instrumento.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,43,,,,,,,,,,,,,,,,,,0.5666769779636525,0.5515224870177917,0.5666769779636525,0.5187727820011787,0.4896160819916986,1.0854497599648312,0.45081564801512286,0.4221509819617495,1.536265407979954,0.45115535700460896,0.42171717301243916,1.987420764984563,0.43467311502899975,0.40538787498371676,2.4220938800135627,0.38450247497530654,0.35575566499028355,2.8065963549888693,0.3666223849868402,0.3374879800248891,3.1732187399757095,0.368642657995224,0.3350140849943273,3.5418613979709335,0.3339755570050329,0.30510657496051863,3.8758369549759664,0.5684792780084535,0.5391368650016375,4.44431623298442,0.40090090699959546,0.3721970170154236,4.845217139984015,,,,,,,,,,,,,,,,,f,1,0.5372807629755698,f,1,2.8627614279976115,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_right,Me reí cuando mi amiga me contó la historia de su encuentro con su ex.,0,0,0,1,j,0,220,La historia de mi amiga me dio gracia.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,49,,,,,,,,,,,,,,,,,,0.5340170599520206,0.5206487409886904,0.5340170599520206,0.2832564450218342,0.25390934996539727,0.8172735049738549,0.31802410702221096,0.2885925250011496,1.1352976119960658,0.40149108500918373,0.37335503700887784,1.5367886970052496,0.28345974296098575,0.2551185570191592,1.8202484399662353,0.30153514503035694,0.27267928002402186,2.1217835849965923,0.29999293200671673,0.2720641099731438,2.421776517003309,0.3682904899469577,0.3397178929881193,2.7900670069502667,0.316947968036402,0.2846965729841031,3.1070149749866687,0.33466778497677296,0.3054507229826413,3.4416827599634416,0.43369518202962354,0.4045655619702302,3.875377941993065,0.41751535300863907,0.38672176201362163,4.292893295001704,0.36868447199231014,0.33526324498234317,4.661577766994014,,,,0.46747933997539803,0.43832397199003026,5.129057106969412,,,,,j,1,0.48456972802523524,f,1,3.0124817619798705,,,,None,None,0.28460861003259197,0.25519211299251765,5.413665717002004,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5164091960177757,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,Los trabajadores colocaron los avisos que su jefe les dejó en la carpeta en la puerta de la oficina,1,1,0,0,j,0,20,Los avisos están colgados en la puerta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,19,,,,,,,,,,,,,,,,,,0.5506707449676469,0.5329843770014122,0.5506707449676469,0.3168043170007877,0.287986627954524,0.8674750619684346,0.4349853550083935,0.40154674800578505,1.3024604169768281,0.7346441380213946,0.7061196219874546,2.0371045549982227,0.40131017699604854,0.372373781981878,2.4384147319942713,0.568166540004313,0.538788250007201,3.0065812719985843,0.36805536499014124,0.3385695180040784,3.3746366369887255,0.6182183749624528,0.5898208600119688,3.9928550119511783,0.3843933879979886,0.35502936999546364,4.377248399949167,0.41694899002322927,0.38420115498593077,4.794197389972396,0.3514906369964592,0.3236295179813169,5.145688026968855,0.3503839250188321,0.30502342502586544,5.4960719519876875,0.2171877229702659,0.1869182750233449,5.713259674957953,,,,0.5359953219885938,0.5068045730004087,6.249254996946547,,,,,j,1,0.42294183699414134,f,1,3.0082169100060128,,,,None,None,0.25042122503509745,0.22150740202050656,6.499676221981645,0.25066069996682927,0.21816108201164752,6.750336921948474,0.2330209500505589,0.20406931499019265,6.983357871999033,0.36886405997211114,0.338536543014925,7.352221931971144,0.26686691999202594,0.23480304796248674,7.61908885196317,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Los artistas van a donar tres estatuas a la ciudad,0,0,1,0,j,0,203,La ciudad va a comprar las estatuas.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,32,,,,,,,,,,,,,,,,,,0.5673703349893913,0.5578017200459726,0.5673703349893913,0.4008202200056985,0.37213576200883836,0.9681905549950898,0.31794571701902896,0.288527355005499,1.2861362720141187,0.3504645900102332,0.3220799030386843,1.636600862024352,0.35178446798818186,0.3223437200067565,1.9883853300125338,0.2838763949694112,0.2552489500376396,2.272261724981945,0.9688288700417615,0.9385934829479083,3.2410905950237066,1.754113199946005,1.7256620099651627,4.9952037949697115,0.3349461670150049,0.30121821799548343,5.330149961984716,0.250912724994123,0.2216563620022498,5.581062686978839,,,,,,,,,,,,,,,,,,,,j,1,0.45591566496295854,j,1,1.8257212349562906,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,incongruent_left,a,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.7209832309745252,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,314,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.3890426120487973,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,Antes de que bebieran el vino se volvió vinagre ,1,1,0,0,f,0,5,No tomaron vino porque se había echado a perder.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,4,,,,,,,,,,,,,,,,,,0.4331895950017497,0.42204024200327694,0.4331895950017497,0.4188087449874729,0.3854923649923876,0.8519983399892226,0.3673139699967578,0.33826801797840744,1.2193123099859804,0.25088024500291795,0.22174166003242135,1.4701925549888983,0.3673861600109376,0.33814068703213707,1.837578714999836,0.6184715580311604,0.5897938950220123,2.4560502730309963,0.48471001494908705,0.4558874699869193,2.9407602879800834,0.350149397039786,0.32079943997086957,3.2909096850198694,0.36856289801653475,0.33783042000140995,3.659472583036404,,,,,,,,,,,,,,,,,,,,,,,f,1,0.41984188894275576,f,1,3.075214459968265,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Mi mamá guardó la escultura que hizo en la clase en su mesa de trabajo,1,1,1,0,f,1,14,La escultura está en mi estudio de arte.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,13,,,,,,,,,,,,,,,,,,0.45063088001916185,0.4338992300326936,0.45063088001916185,0.3331735400133766,0.30469333997461945,0.7838044200325385,0.3182025150163099,0.28462887700879946,1.1020069350488484,0.3170425949501805,0.28856272698612884,1.419049529999029,0.5184036150458269,0.4895412600017153,1.9374531450448558,1.6207248829887249,1.5918178000138141,3.5581780280335806,0.384546532004606,0.35586247203173116,3.9427245600381866,0.2668515449622646,0.238302220008336,4.209576105000451,0.5022633000044152,0.4741871369769797,4.711839405004866,0.2503092730185017,0.22304370504571125,4.962148678023368,0.4514438299811445,0.42298177297925577,5.413592508004513,0.534231366997119,0.5053604749846272,5.947823875001632,0.2841820730245672,0.25104244804242626,6.232005948026199,,,,0.2837584069930017,0.25389094499405473,6.515764355019201,,,,,f,1,0.5062595119816251,f,0,4.583975844027009,,,,None,None,0.7360116880154237,0.7065938800224103,7.251776043034624,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,309,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.3567758050048724,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
